Date,Open,High,Low,Close,Adj Close,Volume
18.02.2014,184.1799927,184.4900055,183.6499939,184.2400055,162.0867004,80460900
19.02.2014,,184.9499969,182.8699951,183.0200043,161.0134277,126524300
20.02.2014,183.2700043,184.5200043,182.6000061,184.1000061,161.963501,104998100
21.02.2014,184.4499969,184.8899994,183.8000031,183.8899994,161.7787628,118116400
24.02.2014,184.2799988,186.1499939,184.1999969,,162.6761475,114063900
25.02.2014,185.0599976,185.5899963,184.2299957,184.8399963,162.6145477,117085000
26.02.2014,185.1100006,185.6000061,184.3300018,184.8500061,162.6233368,98677200
27.02.2014,184.5800018,185.8699951,184.3699951,185.8200073,163.4766998,93880800
28.02.2014,185.7899933,187.1499939,185.0500031,186.2899933,163.8901672,150842000
3.03.2014,184.6499939,185.4499969,183.75,184.9799957,162.7376556,167748500
4.03.2014,186.7899933,187.9799957,186.75,187.5800018,165.0250854,167545900
5.03.2014,187.7400055,188.0700073,187.4499969,187.75,165.1746216,88376900
6.03.2014,188.2100067,188.6100006,187.7799988,188.1799927,165.5529175,82516500
7.03.2014,188.9600067,188.9600067,187.4299927,188.2599945,165.6233063,114513500
10.03.2014,187.9700012,188.2299957,187.0800018,188.1600037,165.5353241,74939200
11.03.2014,188.4400024,188.7100067,186.8000031,187.2299957,164.7171326,99009100
12.03.2014,186.3200073,187.3500061,185.8999939,187.2799988,164.7611084,104824400
13.03.2014,187.8399963,187.9900055,184.6600037,185.1799927,162.9136353,155014300
14.03.2014,184.8500061,185.8000031,184.4400024,184.6600037,162.4561768,153919600
17.03.2014,185.5899963,186.7700043,185.5099945,186.3300018,163.9253845,98359500
18.03.2014,186.7100067,187.9100037,186.5099945,187.6600037,165.095459,101804600
19.03.2014,187.6799927,187.9400024,185.4700012,186.6600037,164.2156525,176267300
20.03.2014,186.25,187.8899994,185.9199982,187.75,165.1746216,117241000
21.03.2014,187.7100067,189.0200043,186.0299988,186.1999969,164.5340271,163128000
24.03.2014,186.8399963,187.0700073,184.6199951,185.4299927,163.8535614,121411000
25.03.2014,186.3699951,186.9400024,185.2700043,186.3099976,164.6311951,103852000
26.03.2014,187.0399933,187.3399963,184.9199982,184.9700012,163.4470978,119843000
27.03.2014,184.75,185.3399963,183.8999939,184.5800018,163.1025238,142383000
28.03.2014,185.1100006,186.4199982,185,185.4900055,163.9066162,101642000
31.03.2014,186.6699982,187.3000031,185.5200043,187.0099945,165.2497711,99745000
1.04.2014,187.6199951,188.3600006,187,188.25,166.3454132,89193000
2.04.2014,188.4900055,189.1300049,188.1399994,188.8800049,166.9021454,78774000
3.04.2014,189.1699982,189.2200012,188.0500031,188.6300049,166.6812134,77435000
4.04.2014,189.6600037,189.6999969,186.1000061,186.3999939,164.7107239,169381000
7.04.2014,185.9499969,186.2599945,183.9600067,184.3399963,162.8904266,140803000
8.04.2014,184.2599945,185.3999939,183.5899963,185.1000061,163.5620117,112660000
9.04.2014,185.6000061,187.1499939,185.0599976,187.0899963,165.3204346,100254000
10.04.2014,187.0800018,187.1699982,182.9299927,183.1600037,161.8477173,172959000
11.04.2014,182.1399994,183.4199982,181.3099976,181.5099945,160.38974,167251000
14.04.2014,182.9299927,183.3699951,181.4400024,182.9400024,161.6533051,132382000
15.04.2014,183.3200073,184.3300018,181.5099945,184.1999969,162.7667236,157093000
16.04.2014,185.4700012,186.1399994,184.6499939,186.1300049,164.4721375,105197000
17.04.2014,185.8800049,186.9100037,185.5599976,186.3899994,164.701889,105255000
21.04.2014,186.4400024,187.1000061,186.2100067,,165.2762451,68329000
22.04.2014,187.2299957,188.3999939,187.1300049,187.8899994,166.0273743,85790000
23.04.2014,187.8200073,187.9199982,187.3000031,187.4499969,165.6385193,73869000
24.04.2014,188.3699951,188.3899994,186.9299927,187.8300018,165.9743042,88170000
25.04.2014,187.2200012,187.3300018,185.8699951,186.2899933,164.6135254,100380000
28.04.2014,187.0500031,187.6900024,184.9600067,186.8800049,165.1348724,135121000
29.04.2014,187.4799957,188.0399933,187.0800018,187.75,165.9036102,84098000
30.04.2014,187.4400024,188.5,187.1799927,188.3099976,166.3984833,101508000
1.05.2014,188.2200012,188.8399963,187.7299957,188.3300018,166.416153,93019000
2.05.2014,188.3099976,189.1399994,187.7799988,188.0599976,166.177536,98122000
5.05.2014,187.1399994,188.5500031,186.6199951,188.4199982,166.4956512,75883000
6.05.2014,188,188.1300049,186.7400055,186.7799988,165.0464935,85454000
7.05.2014,187.4100037,187.9700012,186.0099945,187.8800049,166.0185089,106500000
8.05.2014,187.7100067,189.0500031,187.0800018,187.6799927,165.8418121,93618000
9.05.2014,187.7100067,188.0399933,186.8300018,187.9600067,166.0891724,83679000
12.05.2014,188.8000031,189.8800049,188,189.7899933,167.7062225,86940000
13.05.2014,190.0399933,190.4199982,189.7700043,189.9600067,167.8564911,66454000
14.05.2014,189.7899933,189.8800049,188.7899933,189.0599976,167.0611725,72367000
15.05.2014,188.6799927,188.7200012,186.4799957,187.3999939,,154956000
16.05.2014,187.5099945,188.1300049,186.7200012,188.0500031,166.1687317,97458000
19.05.2014,187.6900024,188.8899994,187.5200043,188.7400055,166.7784424,63839000
20.05.2014,188.6499939,188.6699982,187.0700073,187.5500031,165.7269287,111644000
21.05.2014,188.0899963,189.2200012,188.0599976,189.1300049,167.1230469,89093000
22.05.2014,189.1799927,189.9799957,188.8600006,189.5899963,167.5295258,61549000
23.05.2014,189.7599945,190.4799957,189.5899963,190.3500061,168.2010651,61092800
27.05.2014,191.0599976,191.5800018,190.9499969,191.5200043,169.2349243,72010000
28.05.2014,191.5200043,191.8200073,191.0599976,191.3800049,169.1112366,66723000
29.05.2014,191.8200073,192.3999939,191.3300018,192.3699951,169.9860535,64377000
30.05.2014,192.1900024,192.8000031,192.0299988,192.6799927,170.2599487,76316000
2.06.2014,192.9499969,192.9900055,191.9700012,192.8999939,170.454361,64656000
3.06.2014,192.4299927,192.8999939,192.25,192.8000031,170.3660431,65047000
4.06.2014,192.4700012,193.3000031,192.2700043,193.1900024,170.7106476,55529000
5.06.2014,193.4100037,194.6499939,192.6999969,194.4499969,171.8239899,92103000
6.06.2014,194.8699951,195.4299927,194.7799988,195.3800049,172.6457977,78696000
9.06.2014,195.3500061,196.0500031,195.1699982,195.5800018,172.822525,65119000
10.06.2014,195.3399963,195.6399994,194.9199982,195.6000061,172.8402405,57129000
11.06.2014,194.8999939,195.1199951,194.4799957,194.9199982,172.2393341,68772000
12.06.2014,194.6900024,194.8000031,193.1100006,193.5399933,171.019928,106350000
13.06.2014,193.9199982,194.3200073,193.3000031,194.1300049,171.5412903,82017000
16.06.2014,193.8899994,194.6999969,193.6600037,194.2899933,171.6826477,87424000
17.06.2014,194.0200043,194.9700012,193.8099976,194.8300018,172.1598206,84834000
18.06.2014,194.8300018,196.3699951,194.3999939,196.2599945,173.4234009,105267000
19.06.2014,196.4299927,196.6000061,195.8000031,196.4799957,173.6178436,85929000
20.06.2014,196.0299988,196.1000061,195.6999969,195.9400024,173.9703064,100587000
23.06.2014,195.9900055,196.0500031,195.5200043,195.8800049,173.9170532,70611000
24.06.2014,195.5299988,196.5,194.4799957,194.6999969,172.8693237,96237000
25.06.2014,194.2899933,195.7799988,194.25,195.5800018,173.6506653,82782000
26.06.2014,195.6100006,195.6300049,194.1300049,195.4400024,173.5263824,84312000
27.06.2014,194.9799957,195.8800049,194.8899994,195.8200073,173.863739,71445100
30.06.2014,195.6999969,196.1699982,195.5299988,195.7200012,173.7749786,70201200
1.07.2014,196.1999969,197.6300049,2,197.0299988,174.9380798,90470000
2.07.2014,197.0500031,197.4799957,196.9600067,197.2299957,175.1156311,52475000
3.07.2014,197.7899933,198.2899933,197.6399994,198.1999969,175.9768829,52938800
7.07.2014,197.8200073,197.9799957,197.2200012,197.5099945,175.3642426,61696000
8.07.2014,197.1499939,197.2200012,195.7599945,196.2400055,174.2366943,108143000
9.07.2014,196.7299957,197.3000031,196.3099976,197.1199951,175.0179901,72992000
10.07.2014,195.2200012,196.8600006,195.0599976,196.3399963,174.3254242,99040000
11.07.2014,196.2200012,196.75,195.7799988,196.6100006,174.5651855,64243000
14.07.2014,197.6100006,197.8600006,197.4400024,197.6000061,175.4441833,58658000
15.07.2014,197.7200012,198.1000061,196.3600006,197.2299957,175.1156311,111307000
16.07.2014,198.1100006,198.2599945,197.4199982,197.9600067,175.7638397,79986400
17.07.2014,197.3500061,198.1000061,195.4299927,195.7100067,173.766098,145398000
18.07.2014,196.3500061,197.9100037,196.2400055,197.7100067,175.5418549,124330000
21.07.2014,197.0899963,197.5,196.4299927,197.3399963,175.2132874,67592000
22.07.2014,198.0099945,198.5599976,197.8699951,198.1999969,175.9768829,67678000
23.07.2014,198.5,198.8500061,198.1000061,198.6399994,176.3675232,65612000
24.07.2014,198.8300018,199.0599976,198.4499969,198.6499939,176.3764496,56888000
25.07.2014,198.0899963,198.2599945,197.3300018,197.7200012,175.5507202,76837000
28.07.2014,197.7599945,198.0899963,196.6199951,197.8000031,175.6217346,69259000
29.07.2014,198.1699982,198.4499969,196.9199982,196.9499969,174.8670502,80466000
30.07.2014,197.6499939,197.9100037,196.1600037,196.9799957,174.8937073,104222000
31.07.2014,195.6100006,195.7799988,192.9700012,193.0899963,171.4398499,183479000
1.08.2014,192.5599976,193.7599945,191.5700073,,170.9160004,189261000
4.08.2014,192.8699951,194.3000031,192.0500031,193.8899994,172.150116,91340000
5.08.2014,193.1000061,193.6000061,191.3099976,192.0099945,170.4809265,152690000
6.08.2014,191.1100006,192.8899994,191.0800018,192.0700073,170.5342407,94818000
7.08.2014,192.9400024,193.1300049,190.5500031,191.0299988,169.6108246,135733000
8.08.2014,191.4600067,193.3699951,190.9499969,193.2400055,171.5730438,117014000
11.08.2014,193.9700012,194.6600037,193.7100067,193.8000031,172.0702057,74544000
12.08.2014,193.6100006,194.1499939,192.9400024,193.5299988,171.8305054,73632000
13.08.2014,194.2899933,195.0599976,193.9600067,194.8399963,172.9936676,69047000
14.08.2014,195.1600037,195.7599945,194.9799957,195.7599945,173.8104553,57371000
15.08.2014,196.4700012,196.6499939,194.3099976,195.7200012,173.7749786,139951000
18.08.2014,196.8000031,197.4499969,196.6900024,197.3600006,175.2311096,75424000
19.08.2014,197.8399963,198.5399933,197.4400024,198.3899994,176.1455994,59135000
20.08.2014,198.1199951,199.1600037,198.0800018,198.9199982,176.6161652,72763000
21.08.2014,199.0899963,199.7599945,198.9299927,199.5,177.1311646,67791000
22.08.2014,199.3399963,199.6900024,198.7400055,199.1900024,176.855896,76107000
25.08.2014,200.1399994,200.5899963,199.1499939,200.1999969,177.7526245,63855000
26.08.2014,200.3300018,200.8200073,200.2799988,200.3300018,177.868042,47298000
27.08.2014,200.4299927,200.5700073,199.9400024,200.25,177.7970123,47874000
28.08.2014,199.5899963,200.2700043,199.3899994,200.1399994,177.6994019,58330000
29.08.2014,200.4499969,200.7299957,199.8200073,200.7100067,178.2054596,65907000
2.09.2014,200.9700012,201,199.8600006,200.6100006,178.1166687,72426000
3.09.2014,201.3800049,201.4100037,200.2200012,200.5,178.0190277,57462000
4.09.2014,200.8399963,201.5800018,199.6600037,200.2100067,177.7615662,85236000
5.09.2014,200.1699982,201.1900024,199.4100037,201.1100006,178.5605927,102177000
8.09.2014,200.9199982,201.2100067,200,200.5899963,178.0989075,64146000
9.09.2014,200.4100037,200.5500031,198.9100037,199.3200073,176.9713287,88591000
10.09.2014,199.4299927,200.1999969,198.7700043,200.0700073,177.6372375,67251000
11.09.2014,199.2700043,200.3300018,199.1199951,200.3000031,177.8414154,66774400
12.09.2014,200.1000061,200.1199951,198.5599976,199.1300049,176.8026123,117409300
15.09.2014,199.1600037,199.3200073,198.3800049,198.9799957,176.6694489,76401000
16.09.2014,198.6100006,200.8399963,198.5,200.4799957,178.001236,116201000
17.09.2014,200.7700043,201.6799927,199.75,200.75,178.2409821,151266000
18.09.2014,201.3600006,201.8500061,201.1000061,201.8200073,179.19104,94990000
19.09.2014,201.5200043,201.8999939,200.2899933,200.6999969,179.029541,121649000
22.09.2014,200.3500061,200.3800049,198.7299957,199.1499939,177.6468964,125553000
23.09.2014,198.4299927,199.2599945,197.9499969,198.0099945,176.6300201,111393000
24.09.2014,198.0399933,199.6900024,197.5200043,199.5599976,178.0126343,107276000
25.09.2014,199.0399933,199.0500031,196.2700043,196.3399963,175.1403046,150300000
26.09.2014,196.6999969,198.3899994,196.4199982,197.8999939,176.5318604,103547000
29.09.2014,196.1999969,197.8899994,196.0500031,197.5399933,176.2107239,95112000
30.09.2014,197.6900024,198.3000031,196.6100006,197.0200043,175.7469177,131302000
1.10.2014,196.6999969,196.7700043,193.9100037,194.3500061,173.3651428,177798000
2.10.2014,194.1799927,195.0599976,192.3500061,194.3800049,173.3919525,157285000
3.10.2014,195.6799927,196.9400024,195.0800018,,175.3009033,121569000
6.10.2014,197.3399963,197.6000061,195.5800018,196.2899933,175.0957336,104778000
7.10.2014,195.2799988,195.7200012,193.2200012,193.2599945,172.392868,147913000
8.10.2014,193.3699951,196.9199982,192.3600006,196.6399994,175.4078979,186461000
9.10.2014,196.3300018,196.6000061,192.5800018,192.7400055,171.9290466,210705000
10.10.2014,192.6900024,193.6499939,190.4900055,190.5399933,169.9665985,221909000
13.10.2014,190.4600067,191.1499939,187.3000031,187.4100037,167.1745605,230939000
14.10.2014,188.4199982,189.8200073,187.0399933,187.6999969,167.4332275,215847000
15.10.2014,185.1600037,187.6900024,181.9199982,186.4299927,166.3003387,380715000
16.10.2014,183.0599976,187.5800018,182.8899994,186.2700043,166.1576233,270391000
17.10.2014,188.4199982,189.75,187.6199951,188.4700012,168.1200714,214625000
20.10.2014,188.1300049,190.4499969,188.0700073,190.3000031,169.7524872,130011000
21.10.2014,191.6799927,194.1999969,191.4799957,194.0700073,173.115448,154949000
22.10.2014,194.4100037,194.9100037,192.6100006,192.6900024,171.8844452,151822000
23.10.2014,194.6199951,196.1999969,194.2599945,194.9299927,173.8825378,154944000
24.10.2014,195.25,196.4900055,194.4900055,196.4299927,175.2206268,117927000
27.10.2014,195.7299957,196.4499969,195.0299988,196.1600037,174.9797821,82954000
28.10.2014,196.8200073,198.4199982,196.7299957,198.4100037,176.9868011,106736000
29.10.2014,198.5500031,199.1199951,196.8000031,198.1100006,176.7191925,142557000
30.10.2014,197.5800018,199.9499969,197.3999939,199.3800049,177.8520966,113330000
31.10.2014,201.7799988,201.8200073,200.7700043,201.6600037,179.8858795,146903000
3.11.2014,201.9199982,202.4499969,201.3099976,201.7700043,179.9840088,93600000
4.11.2014,201.2299957,201.6000061,200.0599976,201.0700073,17747479.36,93343000
5.11.2014,202.5399933,202.5899963,201.4499969,202.3399963,180.4924927,91709000
6.11.2014,202.3899994,203.2599945,201.6399994,203.1499939,181.2150116,107089000
7.11.2014,203.1699982,203.6000061,202.6100006,203.3399963,181.384491,89540000
10.11.2014,203.3800049,204.0399933,203.1300049,203.9799957,181.9553833,66319000
11.11.2014,204.0599976,204.3099976,203.6499939,204.1799927,182.1337891,54499400
12.11.2014,203.3500061,204.2400055,203.3099976,203.9600067,181.9375763,90120300
13.11.2014,204.1600037,204.8300018,203.2100067,204.1900024,182.1427612,85357900
14.11.2014,204.1000061,204.4900055,203.7200012,204.2400055,182.1873627,80417500
17.11.2014,203.8500061,204.5800018,203.6499939,204.3699951,182.3032532,80441000
18.11.2014,204.4400024,205.9199982,204.4400024,205.5500031,183.355896,76068100
19.11.2014,205.3099976,205.5500031,204.3000031,205.2200012,183.0615387,82373000
20.11.2014,204.2599945,205.7100067,204.1799927,205.5800018,183.3826294,72840300
21.11.2014,207.6399994,207.8399963,205.9799957,206.6799927,184.3638153,142327300
24.11.2014,207.1699982,207.3899994,206.9100037,207.2599945,184.8812408,65880800
25.11.2014,207.5399933,207.7899933,206.8000031,207.1100006,184.7474823,79108300
26.11.2014,207.2899933,207.7599945,207.0299988,207.6399994,185.2201996,62167800
28.11.2014,207.4900055,207.8699951,206.9100037,207.1999969,184.827713,57890100
1.12.2014,206.3999939,206.5399933,205.3800049,205.7599945,183.5431824,103968400
2.12.2014,205.8099976,207.3399963,205.7799988,207.0899963,184.7296295,74507200
3.12.2014,207.3000031,208.1499939,207.1000061,207.8899994,185.443222,68952000
4.12.2014,207.5399933,208.2700043,206.6999969,207.6600037,185.2380524,91316600
5.12.2014,207.8699951,208.4700012,207.5500031,208,185.5413361,91025500
8.12.2014,207.5200043,208.1199951,205.9299927,206.6100006,184.3014221,108588200
9.12.2014,204.3699951,206.6000061,203.9100037,206.4700012,184.1765137,125180100
10.12.2014,205.9100037,205.9799957,202.9299927,203.1600037,181.2239227,159856400
11.12.2014,203.8800049,206.1900024,203.7100067,204.1900024,182.1427612,159012800
12.12.2014,202.6399994,203.8200073,200.8500061,200.8899994,179.1990356,202330200
15.12.2014,201.9799957,202.5299988,198.7799988,199.5099945,177.9680481,189965800
16.12.2014,198.5800018,202.3999939,197.8600006,197.9100037,176.5407867,259543800
17.12.2014,198.4400024,202.3399963,198.2899933,201.7899933,180.0018921,253910100
18.12.2014,204.7400055,212.9700012,203.9199982,206.7799988,184.4530487,257633900
19.12.2014,206.4299927,207.3300018,205.6100006,206.5200043,185.2378998,245084600
22.12.2014,206.75,207.4700012,206.4600067,207.4700012,186.0899963,148318900
23.12.2014,208.1699982,208.2299957,207.3999939,,186.341156,122167900
24.12.2014,208.0200043,208.3399963,207.7200012,207.7700043,186.3590546,42963400
26.12.2014,208.3099976,208.8500061,208.25,208.4400024,186.9600677,57326700
29.12.2014,208.2200012,208.9700012,208.1399994,208.7200012,187.2111816,79643900
30.12.2014,208.2100067,208.3699951,207.5099945,207.6000061,186.2066345,73540800
31.12.2014,207.9900055,208.1900024,205.3899994,205.5399933,184.3588715,130333800
2.01.2015,206.3800049,206.8800049,204.1799927,205.4299927,184.2602234,121465900
5.01.2015,204.1699982,204.3699951,201.3500061,201.7200012,180.9325409,169632600
6.01.2015,202.0899963,202.7200012,198.8600006,199.8200073,179.228363,209151400
7.01.2015,201.4199982,202.7200012,200.8800049,202.3099976,181.461731,125346700
8.01.2015,204.0099945,206.1600037,203.9900055,205.8999939,184.6817627,147217800
9.01.2015,206.3999939,206.4199982,203.5099945,204.25,183.2017975,158567300
12.01.2015,204.4100037,204.6000061,201.9199982,202.6499939,181.7666626,144396100
13.01.2015,204.1199951,205.4799957,200.5099945,202.0800018,181.2554321,214553300
14.01.2015,199.6499939,201.1000061,198.5700073,200.8600006,180.1611633,192991100
15.01.2015,201.6300049,202.0099945,198.8800049,199.0200043,178.5107727,176613900
16.01.2015,198.7700043,201.8200073,198.5500031,201.6300049,180.8518066,211879600
20.01.2015,202.3999939,202.7200012,200.1699982,202.0599976,181.2375183,130991100
21.01.2015,201.5,203.6600037,200.9400024,203.0800018,182.1523895,122942700
22.01.2015,203.9900055,206.2599945,202.3300018,206.1000061,184.8611603,174356000
23.01.2015,205.7899933,206.1000061,204.8099976,204.9700012,183.8476105,117516800
26.01.2015,204.7100067,205.5599976,203.8500061,205.4499969,184.2781677,92009700
27.01.2015,202.9700012,204.1199951,201.7400055,202.7400055,181.8474274,134044600
28.01.2015,204.1699982,204.2899933,199.9100037,200.1399994,179.5153503,168514300
29.01.2015,200.3800049,202.3000031,198.6799927,201.9900055,181.1746979,173585400
30.01.2015,200.5700073,202.1699982,199.1300049,199.4499969,178.8964691,197729700
2.02.2015,200.0500031,202.0299988,197.8600006,201.9199982,181.1119232,163107000
3.02.2015,203,204.8500061,202.5500031,204.8399963,183.7310028,124212900
4.02.2015,203.9199982,205.3800049,203.5099945,204.0599976,183.0314178,134306700
5.02.2015,204.8600006,206.3000031,204.7700043,206.1199951,184.8791199,97953200
6.02.2015,206.5599976,207.2400055,204.9199982,205.5500031,184.3678741,125672000
9.02.2015,204.7700043,205.6399994,204.1399994,204.6300049,183.5426788,87219000
10.02.2015,205.8800049,207.1199951,204.6799927,206.8099976,185.4979858,96164200
11.02.2015,206.6100006,207.4499969,205.8300018,206.9299927,185.6056061,91087800
12.02.2015,207.8899994,208.9900055,206.9700012,208.9199982,187.390564,97545900
13.02.2015,209.0700073,209.8399963,208.7599945,209.7799988,188.1619568,93670400
17.02.2015,209.3999939,210.3200073,209.1000061,210.1100006,188.4579468,76968200
18.02.2015,209.6600037,210.2200012,209.3399963,210.1300049,188.4758759,80652900
19.02.2015,209.4100037,210.4199982,209.2400055,209.9799957,188.3413391,91462500
20.02.2015,209.4799957,211.3300018,208.7299957,211.2400055,189.4715271,140896400
23.02.2015,210.9400024,211.2100067,210.4799957,211.2100067,189.4445953,74411100
24.02.2015,211.1199951,212.0500031,210.7599945,211.8099976,189.9827423,72472300
25.02.2015,211.6600037,212.2400055,211.2200012,211.6300049,189.8213043,73061700
26.02.2015,211.5200043,211.7100067,210.6499939,211.3800049,189.5971069,72697900
27.02.2015,211.2599945,211.5800018,210.6000061,210.6600037,188.9512787,108076000
2.03.2015,210.7799988,212.0599976,210.7200012,211.9900055,190.1442566,87491400
3.03.2015,211.4700012,212.0500031,210.0800018,211.1199951,189.3638458,110325800
4.03.2015,210.3999939,210.4900055,209.0599976,210.2299957,188.565567,114497200
5.03.2015,210.6199951,210.8000031,209.8500061,210.4600067,188.7718506,76873000
6.03.2015,209.4199982,209.9400024,207.1000061,,186.1168976,188128000
9.03.2015,207.7400055,208.7899933,207.5500031,208.3600006,186.8882446,89818900
10.03.2015,206.7100067,206.8099976,204.9299927,204.9799957,183.8566437,157121300
11.03.2015,205.2899933,205.5,204.3999939,204.5,183.4260712,110145700
12.03.2015,205.2599945,207.1799927,205.1999969,207.1000061,185.7581177,93993500
13.03.2015,206.7700043,207.9299927,204.5800018,205.8300018,184.6190338,162410900
16.03.2015,206.7100067,208.6900024,205.8600006,208.5800018,187.0856018,136099200
17.03.2015,207.6900024,208.4199982,206.9799957,207.9600067,186.5295105,94510400
18.03.2015,207.3899994,211.2700043,206.6199951,210.4600067,188.7718506,228808500
19.03.2015,209.9600067,210.4700012,209.0299988,209.5,187.9108276,117917300
20.03.2015,209.7100067,211.0200043,209.4900055,210.4100037,189.5694733,177715100
23.03.2015,210.4199982,211.1100006,210,210,189.2001038,71784500
24.03.2015,209.8500061,210.3999939,208.7400055,208.8200073,188.1369629,77805300
25.03.2015,209.0700073,209.3500061,205.7100067,205.7599945,185.3800507,159521700
26.03.2015,204.9600067,206.3699951,204.1199951,205.2700043,184.9385681,153067200
27.03.2015,205.1300049,205.9499969,204.8999939,205.7400055,185.3619995,118939000
30.03.2015,206.9799957,208.6100006,206.9600067,208.25,187.6233826,96180400
31.03.2015,207.2599945,208.1000061,206.3600006,206.4299927,185.9836884,126768700
1.04.2015,206.3899994,206.4199982,204.5099945,205.6999969,185.3260193,137303600
2.04.2015,205.6199951,206.9799957,205.3999939,206.4400024,185.992691,86900900
6.04.2015,205.3699951,208.4499969,205.2100067,207.8300018,187.2450104,114368200
7.04.2015,207.8600006,208.7599945,207.2400055,207.2799988,186.7494507,81236300
8.04.2015,207.5500031,208.5099945,207.0800018,207.9799957,187.380127,89351900
9.04.2015,207.7799988,209.1799927,207.1900024,208.8999939,188.2089996,85548900
10.04.2015,209.1999969,210.0899963,208.9600067,210.0399933,189.236084,72722900
13.04.2015,209.8699951,210.6300049,209.0299988,209.0899963,188.3802185,74436600
14.04.2015,208.8500061,209.7100067,208.1000061,,188.7405548,75099900
15.04.2015,210.0500031,211.0399933,209.9499969,210.4299927,189.5874329,99529300
16.04.2015,210.0299988,210.9799957,209.7899933,210.3699951,189.533432,68934900
17.04.2015,208.9400024,209.2299957,207.0099945,207.9499969,187.3530731,191113200
20.04.2015,209.0599976,210.25,208.9600067,209.8500061,189.0649261,92189500
21.04.2015,210.6699982,210.8600006,209.2400055,209.6000061,188.8396912,72559800
22.04.2015,210.0099945,210.8500061,208.8999939,210.6300049,189.7677002,78264600
23.04.2015,210.1499939,211.9400024,210.0099945,211.1600037,190.2451782,102585900
24.04.2015,211.6600037,211.9700012,211.1100006,211.6499939,190.6866608,61327400
27.04.2015,212.3300018,212.4799957,210.5399933,210.7700043,189.8937988,79358100
28.04.2015,210.7400055,211.5,209.3300018,211.4400024,190.4974518,86863500
29.04.2015,210.3699951,211.2899933,209.6000061,210.5700073,189.7136383,125684900
30.04.2015,209.8800049,210.3500061,207.6199951,208.4600067,187.8126068,161304900
1.05.2015,209.3999939,210.7700043,209.2799988,210.7200012,189.8487701,103399700
4.05.2015,211.2299957,212.0200043,211.1000061,211.3200073,190.389328,70927200
5.05.2015,211.0299988,211.4600067,208.7299957,208.8999939,188.2089996,113326200
6.05.2015,209.5599976,209.9299927,206.7599945,208.0399933,187.4342041,135060200
7.05.2015,207.9199982,209.3800049,207.5200043,208.8699951,188.1820068,88244900
8.05.2015,210.8800049,211.8600006,210.7799988,211.6199951,190.6596375,155877300
11.05.2015,211.5700073,211.8899994,210.5200043,210.6100006,189.7496643,75708100
12.05.2015,209.6100006,210.6300049,208.6199951,209.9799957,189.1820526,119727600
13.05.2015,210.4700012,211.2200012,209.7400055,210.0200043,189.2181091,94667900
14.05.2015,211.2400055,212.3200073,210.9100037,212.2100067,191.1912079,95934000
